2020/01/02 14:39:27.497        rame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>95
2020/01/02 14:40:13.574 [HOST] <100:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>BD
2020/01/02 14:40:14.568 [HOST] <101:Status,All>95
2020/01/02 14:40:14.571 [HOST] <101:Ack,0>37
2020/01/02 14:40:14.575 [HOST] <101:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>BE
2020/01/02 14:40:15.570 [HOST] <102:Status,All>96
2020/01/02 14:40:15.573 [HOST] <102:Ack,0>38
2020/01/02 14:40:15.576 [HOST] <102:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>BF
2020/01/02 14:40:16.571 [HOST] <103:Status,All>97
2020/01/02 14:40:16.574 [HOST] <103:Ack,0>39
2020/01/02 14:40:16.578 [HOST] <103:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C0
2020/01/02 14:40:17.572 [HOST] <104:Status,All>98
2020/01/02 14:40:17.575 [HOST] <104:Ack,0>3A
2020/01/02 14:40:17.578 [HOST] <104:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C1
2020/01/02 14:40:18.574 [HOST] <105:Status,All>99
2020/01/02 14:40:18.577 [HOST] <105:Ack,0>3B
2020/01/02 14:40:18.580 [HOST] <105:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C2
2020/01/02 14:40:19.577 [HOST] <106:Status,All>9A
2020/01/02 14:40:19.580 [HOST] <106:Ack,0>3C
2020/01/02 14:40:19.583 [HOST] <106:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C3
2020/01/02 14:40:20.577 [HOST] <107:Status,All>9B
2020/01/02 14:40:20.580 [HOST] <107:Ack,0>3D
2020/01/02 14:40:20.583 [HOST] <107:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:40:21.579 [HOST] <108:Status,All>9C
2020/01/02 14:40:21.583 [HOST] <108:Ack,0>3E
2020/01/02 14:40:21.587 [HOST] <108:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:40:22.581 [HOST] <109:Status,All>9D
2020/01/02 14:40:22.584 [HOST] <109:Ack,0>3F
2020/01/02 14:40:22.587 [HOST] <109:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:40:23.581 [HOST] <110:Status,All>95
2020/01/02 14:40:23.584 [HOST] <110:Ack,0>37
2020/01/02 14:40:23.587 [HOST] <110:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>BE
2020/01/02 14:40:24.585 [HOST] <111:Status,All>96
2020/01/02 14:40:24.588 [HOST] <111:Ack,0>38
2020/01/02 14:40:24.591 [HOST] <111:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>BF
2020/01/02 14:40:25.584 [HOST] <112:Status,All>97
2020/01/02 14:40:25.587 [HOST] <112:Ack,0>39
2020/01/02 14:40:25.590 [HOST] <112:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C0
2020/01/02 14:40:26.587 [HOST] <113:Status,All>98
2020/01/02 14:40:26.590 [HOST] <113:Ack,0>3A
2020/01/02 14:40:26.593 [HOST] <113:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C1
2020/01/02 14:40:27.588 [HOST] <114:Status,All>99
2020/01/02 14:40:27.591 [HOST] <114:Ack,0>3B
2020/01/02 14:40:27.595 [HOST] <114:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C2
2020/01/02 14:40:28.591 [HOST] <115:Status,All>9A
2020/01/02 14:40:28.594 [HOST] <115:Ack,0>3C
2020/01/02 14:40:28.597 [HOST] <115:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C3
2020/01/02 14:40:29.590 [HOST] <116:Status,All>9B
2020/01/02 14:40:29.593 [HOST] <116:Ack,0>3D
2020/01/02 14:40:29.597 [HOST] <116:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:40:30.592 [HOST] <117:Status,All>9C
2020/01/02 14:40:30.595 [HOST] <117:Ack,0>3E
2020/01/02 14:40:30.598 [HOST] <117:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:40:31.594 [HOST] <118:Status,All>9D
2020/01/02 14:40:31.597 [HOST] <118:Ack,0>3F
2020/01/02 14:40:31.600 [HOST] <118:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:40:32.595 [HOST] <119:Status,All>9E
2020/01/02 14:40:32.598 [HOST] <119:Ack,0>40
2020/01/02 14:40:32.601 [HOST] <119:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:40:33.596 [HOST] <120:Status,All>96
2020/01/02 14:40:33.599 [HOST] <120:Ack,0>38
2020/01/02 14:40:33.602 [HOST] <120:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>BF
2020/01/02 14:40:34.600 [HOST] <121:Status,All>97
2020/01/02 14:40:34.603 [HOST] <121:Ack,0>39
2020/01/02 14:40:34.606 [HOST] <121:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C0
2020/01/02 14:40:35.601 [HOST] <122:Status,All>98
2020/01/02 14:40:35.604 [HOST] <122:Ack,0>3A
2020/01/02 14:40:35.607 [HOST] <122:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C1
2020/01/02 14:40:36.602 [HOST] <123:Status,All>99
2020/01/02 14:40:36.605 [HOST] <123:Ack,0>3B
2020/01/02 14:40:36.608 [HOST] <123:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C2
2020/01/02 14:40:37.603 [HOST] <124:Status,All>9A
2020/01/02 14:40:37.606 [HOST] <124:Ack,0>3C
2020/01/02 14:40:37.609 [HOST] <124:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C3
2020/01/02 14:40:38.605 [HOST] <125:Status,All>9B
2020/01/02 14:40:38.608 [HOST] <125:Ack,0>3D
2020/01/02 14:40:38.611 [HOST] <125:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:40:39.606 [HOST] <126:Status,All>9C
2020/01/02 14:40:39.609 [HOST] <126:Ack,0>3E
2020/01/02 14:40:39.612 [HOST] <126:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:40:40.607 [HOST] <127:Status,All>9D
2020/01/02 14:40:40.610 [HOST] <127:Ack,0>3F
2020/01/02 14:40:40.613 [HOST] <127:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:40:41.610 [HOST] <128:Status,All>9E
2020/01/02 14:40:41.613 [HOST] <128:Ack,0>40
2020/01/02 14:40:41.616 [HOST] <128:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:40:42.610 [HOST] <129:Status,All>9F
2020/01/02 14:40:42.613 [HOST] <129:Ack,0>41
2020/01/02 14:40:42.616 [HOST] <129:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:40:43.615 [HOST] <130:Status,All>97
2020/01/02 14:40:43.618 [HOST] <130:Ack,0>39
2020/01/02 14:40:43.621 [HOST] <130:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C0
2020/01/02 14:40:44.613 [HOST] <131:Status,All>98
2020/01/02 14:40:44.616 [HOST] <131:Ack,0>3A
2020/01/02 14:40:44.620 [HOST] <131:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C1
2020/01/02 14:40:45.616 [HOST] <132:Status,All>99
2020/01/02 14:40:45.619 [HOST] <132:Ack,0>3B
2020/01/02 14:40:45.622 [HOST] <132:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C2
2020/01/02 14:40:46.618 [HOST] <133:Status,All>9A
2020/01/02 14:40:46.621 [HOST] <133:Ack,0>3C
2020/01/02 14:40:46.624 [HOST] <133:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C3
2020/01/02 14:40:47.619 [HOST] <134:Status,All>9B
2020/01/02 14:40:47.622 [HOST] <134:Ack,0>3D
2020/01/02 14:40:47.625 [HOST] <134:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:40:48.621 [HOST] <135:Status,All>9C
2020/01/02 14:40:48.624 [HOST] <135:Ack,0>3E
2020/01/02 14:40:48.627 [HOST] <135:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:40:49.620 [HOST] <136:Status,All>9D
2020/01/02 14:40:49.623 [HOST] <136:Ack,0>3F
2020/01/02 14:40:49.626 [HOST] <136:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C6
2020/01/02 14:40:50.623 [HOST] <137:Status,All>9E
2020/01/02 14:40:50.626 [HOST] <137:Ack,0>40
2020/01/02 14:40:50.629 [HOST] <137:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C7
2020/01/02 14:40:51.624 [HOST] <138:Status,All>9F
2020/01/02 14:40:51.627 [HOST] <138:Ack,0>41
2020/01/02 14:40:51.630 [HOST] <138:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C8
2020/01/02 14:40:52.626 [HOST] <139:Status,All>A0
2020/01/02 14:40:52.629 [HOST] <139:Ack,0>42
2020/01/02 14:40:52.632 [HOST] <139:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C9
2020/01/02 14:40:53.629 [HOST] <140:Status,All>98
2020/01/02 14:40:53.632 [HOST] <140:Ack,0>3A
2020/01/02 14:40:53.635 [HOST] <140:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C1
2020/01/02 14:40:54.630 [HOST] <141:Status,All>99
2020/01/02 14:40:54.633 [HOST] <141:Ack,0>3B
2020/01/02 14:40:54.636 [HOST] <141:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C2
2020/01/02 14:40:55.631 [HOST] <142:Status,All>9A
2020/01/02 14:40:55.634 [HOST] <142:Ack,0>3C
2020/01/02 14:40:55.637 [HOST] <142:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C3
2020/01/02 14:40:56.631 [HOST] <143:Status,All>9B
2020/01/02 14:40:56.634 [HOST] <143:Ack,0>3D
2020/01/02 14:40:56.637 [HOST] <143:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C4
2020/01/02 14:40:57.635 [HOST] <144:Status,All>9C
2020/01/02 14:40:57.638 [HOST] <144:Ack,0>3E
2020/01/02 14:40:57.641 [HOST] <144:Res,0,Present:1,Placed:1,Clamp:0,Dock:0,Open:0,CDA:2,Vacuum:2,24V:1,PDORaised:1,PDODocked:1,DoorLatch:1,DoorChucked:0,MapMechanismSafe:0,CrashBeam:0,SafetyFrame:0,HomingRequired:0,FNozzlesState:0,RNozzlesState:0,ENozzlesState:0,PurgeState:0,FPurge:0,RPurge:0,FlowAlarmState:0,O2Interlockstate:0,DoorEncoderPos:000.000>C5
2020/01/02 14:40:58.637 [HOST] <145:Status,All>9D
2020/01/02 14:40:58.640 [HOST] <145:Ack,0>3F
